N° do imóvel,UF,Cidade,Bairro,Endereço,Preço,Valor de avaliação,Desconto,Financiamento,Descrição,Modalidade de venda,Link de acesso
8444423780027,RS,PORTO ALEGRE,TERESOPOLIS,"RUA CARLOS FERREIRA, N. 165, Apto 101, BL 11","139.731,97","222.000,00",37.06,Não,"Apartamento, 55.48 de área total, 51.54 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423780027
10278715,RS,PORTO ALEGRE,CAMAQUA,"RUA SINODO, N. 35, QD K, LT 01","1.957.829,53","3.072.000,00",36.27,Sim,"Terreno, 0.00 de área total, 0.00 de área privativa, 7405.54 de área do terreno.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10278715
1555515296869,RS,PORTO ALEGRE,SARANDI,"AVENIDA FRANCISCO SILVEIRA BITENCOURT, N. 865, LT 11","911.608,00","1.430.390,00",36.27,Sim,"Terreno, 0.00 de área total, 0.00 de área privativa, 991.38 de área do terreno.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555515296869
1444413973177,RS,PORTO ALEGRE,FLORESTA,"RUA HOFFMANN, N. 606, Apto 204, ED ZARAGOZA","229.433,15","360.000,00",36.27,Não,"Apartamento, 88.68 de área total, 75.38 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, WC Emp, 1 sala(s), DCE, cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444413973177
10283560,RS,PORTO ALEGRE,VILA NOVA,"ESTRADA CRISTIANO KRAEMER, N. 105","618.194,87","970.000,00",36.27,Sim,"Casa, 0.00 de área total, 195.40 de área privativa, 2266.00 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10283560
10286296,RS,PORTO ALEGRE,HUMAITA,"RUA IRMÃO FELIZ ROBERTO, N. 100, Apto 1210, TORRE B","181.634,58","285.000,00",36.27,Não,"Apartamento, 0.00 de área total, 50.80 de área privativa, 0.00 de área do terreno.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10286296
8065200000690,RS,PORTO ALEGRE,NONOAI,"AVENIDA FABIO ARAUJO SANTOS, N. 1391, Apto 445,  BL C","166.657,69","261.500,00",36.27,Sim,"Apartamento, 68.08 de área total, 60.65 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8065200000690
1444401764519,RS,PORTO ALEGRE,JARDIM ITU,"RUA MARINA SIRANGELO CASTELLO, N. 54, Apto 122,","207.127,15","325.000,00",36.27,Não,"Apartamento, 0.00 de área total, 67.65 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444401764519
10276284,RS,PORTO ALEGRE,PASSO DA AREIA,"RUA ITAPEVA, N. 80, SL 601","293.316,53","460.238,42",36.27,Sim,"Sala, 0.00 de área total, 106.20 de área privativa, 0.00 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10276284
1444401622030,RS,PORTO ALEGRE,PASSO DA AREIA,"RUA JOSE CARLOS FERREIRA, N. 105, Apto 03,","163.152,46","256.000,00",36.27,Não,"Apartamento, 0.00 de área total, 70.69 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444401622030
10274828,RS,PORTO ALEGRE,MARIO QUINTANA,"RUA MADRE CLARA, N. 1200, UNID 32","280.418,29","440.000,00",36.27,Sim,"Terreno, 0.00 de área total, 0.00 de área privativa, 520.79 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10274828
1555533898891,RS,PORTO ALEGRE,JARDIM ISABEL,"R EDGAR LUIZ SCHNEIDER, N. 54, CS 9","589.515,73","925.000,00",36.27,Sim,"Casa, 405.31 de área total, 157.59 de área privativa, 126.00 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555533898891
8444434925960,RS,PORTO ALEGRE,VILA NOVA,"ESTRADA CRISTIANO KRAEMER, N. 1863, Apto 241, BL J","110.230,80","140.000,00",21.27,Não,"Apartamento, 47.97 de área total, 38.24 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434925960
1787700291623,RS,PORTO ALEGRE,RESTINGA,"RUA NAIR GARCIA MARTINS, N. 336, CS 01, LT 06C, QD C,","178.877,02","219.000,00",18.33,Não,"Casa, 61.31 de área total, 61.31 de área privativa, 173.55 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700291623
8444427590117,RS,PORTO ALEGRE,CAMPO NOVO,"RUA TOME ANTONIO DE SOUZA, N. 240, Apto 353, BL N","109.061,74","131.000,00",16.75,Não,"Apartamento, 48.89 de área total, 39.03 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427590117
8555537974981,RS,PORTO ALEGRE,CAVALHADA,"AVENIDA FAMILIA GONCALVES CARNEIRO, N. 441, Apto 103, BL 25","149.583,32","179.200,00",16.53,Não,"Apartamento, 0.00 de área total, 40.29 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537974981
8444413814123,RS,PORTO ALEGRE,HUMAITA,"RUA MAX JUNIMAN, N. 35, Apto 209, LT 01, QD I,","124.365,01","129.000,00",3.60,Não,"Apartamento, 65.44 de área total, 40.04 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413814123
8787715506300,RS,PORTO ALEGRE,VILA NOVA,"ESTRADA CRISTIANO KRAEMER, N. 2021, Apto 501, BL 10, LT 01, QD A","158.384,57","160.000,00",1.01,Não,"Apartamento, 65.43 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715506300
1444401668242,RS,PORTO ALEGRE,RUBEM BERTA,"RUA ALBERTO RANGEL, N. 315, Apto 905,","207.000,00","207.000,00",0.00,Não,"Apartamento, 64.90 de área total, 49.90 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444401668242
8787707235735,RS,PORTO ALEGRE,RUBEM BERTA,"RUA DOS MAIAS, N. 1103, Apto 402, BLOCO 09","150.000,00","150.000,00",0.00,Não,"Apartamento, 81.21 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707235735
10171648,RS,PORTO ALEGRE,SAO GERALDO,"AVENIDA PRESIDENTE FRANKLIN ROOSEVELT, N. 1536","725.000,00","725.000,00",0.00,Não,"Prédio, 0.00 de área total, 260.00 de área privativa, 156.00 de área do terreno.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10171648
8555507308703,RS,PORTO ALEGRE,SANTO ANTONIO,"RUA ENGENHEIRO FERNANDO MENDES RIBEIRO, N. 258, Apto 204, BL C II 3","197.000,00","197.000,00",0.00,Não,"Apartamento, 64.96 de área total, 55.56 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555507308703
8787706541166,RS,PORTO ALEGRE,RESTINGA,"RUA SOLON VIEIRA MARQUES, N. 600, RES 03 QD S","207.000,00","207.000,00",0.00,Não,"Casa, 40.01 de área total, 38.07 de área privativa, 93.75 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706541166
8787709019355,RS,PORTO ALEGRE,RESTINGA,"RUA SABINO PEREIRA NUNES, N. SN, Apto 103, LT 12 PAVIMENTO TÉRREO","142.000,00","142.000,00",0.00,Não,"Apartamento, 69.88 de área total, 40.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709019355
8787711785450,RS,PORTO ALEGRE,RESTINGA,"RUA SABINO PEREIRA NUNES, N. 932, Apto 301, BL 11","153.570,00","153.570,00",0.00,Não,"Apartamento, 74.20 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711785450
8787713299499,RS,PORTO ALEGRE,RESTINGA,"RUA SABINO PEREIRA NUNES, N. 932, Apto 203, BL 14","156.523,64","156.523,64",0.00,Não,"Apartamento, 74.20 de área total, 41.19 de área privativa, 0.00 de área do terreno.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713299499
8787706307007,RS,PORTO ALEGRE,MORRO SANTANA,"AVENIDA PROTASIO ALVES, N. 10535, Apto 104, BL 21","190.000,00","190.000,00",0.00,Não,"Apartamento, 98.67 de área total, 40.23 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706307007
8787718614724,RS,PORTO ALEGRE,SANTA TEREZA,"RUA CRUZEIRO DO SUL, N. 2077, Apto 502, BL 01","205.000,00","205.000,00",0.00,Não,"Apartamento, 69.21 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718614724
8787718651875,RS,PORTO ALEGRE,SANTA TEREZA,"RUA CRUZEIRO DO SUL, N. 2077, Apto 101, BL 09","205.000,00","205.000,00",0.00,Não,"Apartamento, 69.21 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718651875
1600000109790,RS,PORTO ALEGRE,PETROPOLIS,"RUA PROFESSOR FITZGERALD, N. 146, Apto 202, PAV 02","1.348.000,00","1.348.000,00",0.00,Não,"Apartamento, 225.38 de área total, 150.00 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), DCE, cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1600000109790
8444437756107,RS,PORTO ALEGRE,CAVALHADA,"RUA C, N. 181, Apto 104, BL 10","118.238,00","118.238,00",0.00,Não,"Apartamento, 46.13 de área total, 36.42 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444437756107
1444411432870,RS,PORTO ALEGRE,VILA NOVA,"RUA WALTON PONTES CARPES, N. 39, Apto 303, BL C","334.523,00","334.523,00",0.00,Não,"Apartamento, 0.00 de área total, 57.88 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444411432870
8444410322599,RS,PORTO ALEGRE,NAVEGANTES,"AVENIDA CAIRU, N. 1230, Apto 21,","200.000,00","200.000,00",0.00,Não,"Apartamento, 48.76 de área total, 33.30 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410322599
8444436554373,RS,PORTO ALEGRE,NONOAI,"AVENIDA QUARAI, N. 408, Apto 410, ST B 4° PAV","130.000,00","130.000,00",0.00,Não,"Apartamento, 42.49 de área total, 35.05 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436554373
1444414101254,RS,PORTO ALEGRE,LOMBA DO PINHEIRO,"RUA TALITA DA CUNHA CHAVES, N. 620, QD A, LOTE 06","420.000,00","420.000,00",0.00,Não,"Casa, 0.00 de área total, 112.12 de área privativa, 140.40 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444414101254
8043000502119,RS,PORTO ALEGRE,IPANEMA,"RUA PAULO MACIEL, N. 65, Apto 109, BL 29, LT 01 AO 06, QD F","86.000,00","86.000,00",0.00,Não,"Apartamento, 46.04 de área total, 36.42 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8043000502119
8787716824993,RS,PORTO ALEGRE,CAMPO NOVO,"RUA TOME ANTONIO DE SOUZA, N. 100, Apto 401, BL 13","192.400,00","192.400,00",0.00,Não,"Apartamento, 65.43 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716824993
8787719124429,RS,PORTO ALEGRE,SANTA ROSA DE LIMA,"RUA JOAO PARIS, N. 452, Apto 403, BL 03","194.000,00","194.000,00",0.00,Não,"Apartamento, 66.99 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719124429
8787719930131,RS,PORTO ALEGRE,SANTA ROSA DE LIMA,"RUA JOAO PARIS, N. 452, Apto 403, BL 05","200.000,00","200.000,00",0.00,Não,"Apartamento, 66.99 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719930131
8555524981798,RS,PORTO ALEGRE,JARDIM LEOPOLDINA,"AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA, N. 505, Apto 304, BL F","205.000,00","205.000,00",0.00,Não,"Apartamento, 48.86 de área total, 38.34 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555524981798
8787713243957,RS,PORTO ALEGRE,PITINGA,"RUA 7008, N. 300, Apto 503, BL 03","160.000,00","160.000,00",0.00,Não,"Apartamento, 46.98 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713243957
8787709043531,RS,PORTO ALEGRE,RESTINGA,"RUA SABINO PEREIRA NUNES, N. 931, Apto 502, BL 11, LT 01 E 02, QD B,","140.825,86","140.000,00",0.00,Não,"Apartamento, 69.88 de área total, 40.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709043531
8787707824951,RS,PORTO ALEGRE,RUBEM BERTA,"RUA DOS MAIAS, N. 1103, Apto 202, BL 04","156.960,95","156.000,00",0.00,Não,"Apartamento, 81.21 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707824951
8787714976478,RS,PORTO ALEGRE,RUBEM BERTA,"RUA INOCENCIO DE OLIVEIRA ALVES, N. 101, Apto 504, BL 18","144.116,96","142.000,00",0.00,Não,"Apartamento, 77.79 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s).",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714976478
1555527981090,RS,PORTO ALEGRE,SAO JOAO,"RUA CARLOS VON KOSERITZ, N. 553, Apto 302, 2° PAV","500.627,66","492.000,00",0.00,Não,"Apartamento, 139.17 de área total, 107.86 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555527981090
8444435618939,RS,PORTO ALEGRE,VILA NOVA,"BECO IMPERIO, N. 241, Apto 407, BL B","140.839,45","138.000,00",0.00,Não,"Apartamento, 53.36 de área total, 43.17 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435618939
8787718027667,RS,PORTO ALEGRE,JARDIM CARVALHO,"RUA IRMAO NORBERTO FRANCISCO RAUCH, N. 101, Apto 402, BL 05","205.000,00","200.000,00",0.00,Não,"Apartamento, 71.17 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718027667
8787709203156,RS,PORTO ALEGRE,RUBEM BERTA,"RUA SANTA ROSA DE LIMA, N. 1103, Apto 302, 3 PAV  BL10","156.930,95","153.000,00",0.00,Não,"Apartamento, 81.21 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709203156
8787718452112,RS,PORTO ALEGRE,HIPICA,"RUA EMBIRA, N. 615, Apto 505, BL 23, LT 01, QD B","148.099,03","144.000,00",0.00,Não,"Apartamento, 36.22 de área total, 23.97 de área privativa, 0.00 de área do terreno,  1 qto(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718452112
8787704485889,RS,PORTO ALEGRE,SARANDI,"AVENIDA SOUZA MELO, N. 1084, Apto 103, BL 14","141.978,04","138.000,00",0.00,Não,"Apartamento, 81.13 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704485889
8787702525700,RS,PORTO ALEGRE,MARIO QUINTANA,"RUA IRMA TERESILDA STEFFEN, N. 115, Apto 503, TR 04","139.306,54","135.000,00",0.00,Não,"Apartamento, 0.00 de área total, 40.29 de área privativa, 0.00 de área do terreno.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702525700
1444417655781,RS,PORTO ALEGRE,MORRO SANTANA,"RUA JOSE LEWGOY, N. 138, QD B LT 02","426.844,03","410.000,00",0.00,Não,"Casa, 125.80 de área total, 125.80 de área privativa, 256.29 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417655781
1155533900327,RS,PORTO ALEGRE,JARDIM DO SALSO,"RUA SAO JOSEMARIA ESCRIVA, N. 555, Apto 1302, TORRE A","1.353.000,00","1.298.000,00",0.00,Sim,"Apartamento, 0.00 de área total, 127.35 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), 1 lavabo(s), DCE, cozinha, 2 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533900327
8555537689080,RS,PORTO ALEGRE,MORRO SANTANA,"AVENIDA PROTASIO ALVES, N. 9277, Apto 101, BL 02, VAGA N 113","195.000,00","185.000,00",0.00,Não,"Apartamento, 64.51 de área total, 45.35 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537689080
8787700585676,RS,PORTO ALEGRE,VILA DONA LEOPOLDINA,"RUA IRMA TERESILDA STEFFEN, N. 255, Apto 502, TORRE 06","159.633,28","151.000,00",0.00,Não,"Apartamento, 0.00 de área total, 40.29 de área privativa, 0.00 de área do terreno.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700585676
1444414709503,RS,PORTO ALEGRE,PARQUE SANTA FE,"AVENIDA JOAO FERREIRA JARDIM, N. 138, Apto 101, BL G","188.663,03","174.000,00",0.00,Não,"Apartamento, 69.08 de área total, 44.86 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444414709503
8444430995270,RS,PORTO ALEGRE,FLORESTA,"AVENIDA FARRAPOS, N. 563, Apto 05,","201.500,00","185.000,00",0.00,Não,"Apartamento, 58.00 de área total, 58.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s).",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430995270
8787720658407,RS,PORTO ALEGRE,SANTA TEREZA,"RUA CRUZEIRO DO SUL, N. 2077, Apto 102, BL 10","215.342,00","185.000,00",0.00,Não,"Apartamento, 69.21 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720658407
8787712010134,RS,PORTO ALEGRE,COSTA E SILVA,"RUA WALTER ERWIG FILHO, N. 470, Apto 404, TORRE 2, VAGA 645","270.000,00","221.600,00",0.00,Não,"Apartamento, 75.98 de área total, 44.31 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712010134
8444414732970,RS,PORTO ALEGRE,JARDIM LEOPOLDINA II,"AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA, N. 340, Apto 402, BL H","178.956,08","144.000,00",0.00,Não,"Apartamento, 68.62 de área total, 38.34 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414732970
10299186,RS,PORTO ALEGRE,SANTANA,"AVENIDA VENÂNCIO AIRES, N. 214, SL 503","345.000,00","225.000,00",0.00,Sim,"Sala, 0.00 de área total, 56.12 de área privativa, 0.00 de área do terreno.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10299186
10139821,RS,PORTO ALEGRE,FLORESTA,"AVENIDA ALBERTO BINS, N. 870, BL B, LOJA 01","2.327.935,70","1.500.000,00",0.00,Não,"Loja, 0.00 de área total, 545.49 de área privativa, 0.00 de área do terreno.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10139821
10139822,RS,PORTO ALEGRE,FLORESTA,"AVENIDA ALBERTO BINS, N. 840, LOJA 04, BLOCO  B","1.242.196,72","618.000,00",0.00,Sim,"Loja, 0.00 de área total, 140.03 de área privativa, 0.00 de área do terreno.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10139822
8444411798422,RS,SAO LEOPOLDO,FEITORIA,"RUA APARICIO BRITTO, N. SN, Apto 102, BL 12-B","47.001,97","110.000,00",57.28,Não,"Apartamento, 0.00 de área total, 34.66 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411798422
8444412311217,RS,SAO LEOPOLDO,SAO MIGUEL,"AVENIDA DOM JOAO BECKER, N. 1598, Apto 104, BL 02","70.509,60","154.000,00",54.22,Sim,"Apartamento, 44.17 de área total, 40.07 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412311217
8787712361301,RS,SAO LEOPOLDO,SANTOS DUMONT,"RUA RICARDO JOAO MERKER, N. 44, Apto 503, BL 35","89.126,03","175.000,00",49.08,Sim,"Apartamento, 81.29 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712361301
8444401647901,RS,SAO LEOPOLDO,FEITORIA,"AVENIDA FEITORIA, N. S/N, Apto 102, BL 03-A","57.406,95","110.000,00",47.82,Não,"Apartamento, 0.00 de área total, 42.45 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444401647901
